"town","cl_yes_pct","charter_yes_pct","mj_yes_pct","TotalPop","PopDen","MedHouseIncome","PctYoung","PctCollege","PctFemale","PctWhite"
"lenox",0.796604174036081,0.304710992315403,0.531943065210195,5015,236.339869937514,55777,0.274576271186441,0.51863354037267,0.548155533399801,0.939581256231306
"leominster",0.544872864852835,0.396738850882156,0.511514591988511,41304,2399.72020390988,57732.4819387953,0.424535153980244,0.280075923569658,0.5326360643037,0.750266318032152
"lexington",0.809118965818436,0.410469394581336,0.473223140495868,32936,2028.19175058746,152002.231782852,0.371417294146223,0.796611849371444,0.518277872237066,0.688304590721399
"lincoln",0.825802784882069,0.529286474973376,0.533439069521544,6651,920.981122940463,127087.875357089,0.424297098180725,0.746304092151521,0.516764396331378,0.775071417831905
"littleton",0.647434692726931,0.396712421623454,0.543726875210225,9538,577.64892465628,107710.023904382,0.372824491507654,0.56136464464623,0.501048437827637,0.8946319983225
"longmeadow",0.605628948879954,0.403130695829313,0.454671354000213,15837,1755.97537993252,111215.111069016,0.376902191071541,0.639023982186242,0.526678032455642,0.870430005682895
"lowell",0.688399988123868,0.432088705218125,0.557636559995453,109871,11749.6485419658,47533.0803123663,0.535418809330943,0.216876236999058,0.497665444020715,0.494134029907801
"ludlow",0.467905229099259,0.312643448757609,0.480719538859074,21352,1794.70974156378,67509.2528568752,0.38193143499438,0.217395917240233,0.499625327838141,0.898791682278007
"lunenburg",0.510861948142957,0.409106070713809,0.53097765805736,11087,437.415053962945,88521.809957608,0.3624064219356,0.36622160644956,0.519888157301344,0.887886714169748
"lynn",0.704207641463808,0.382054122487735,0.531367242757857,92074,15399.8751108933,54158.7350174859,0.52088537480722,0.190120343993916,0.513684644959489,0.390305623737428
"lynnfield",0.455035709080309,0.385663668574543,0.39907696484322,12489,1317.53556315228,122152.025462407,0.369765393546321,0.500325207642872,0.506045319881496,0.907838898230443
"malden",0.740032871566095,0.366389793951631,0.542301339695357,60732,13553.0860588686,59940.7581670289,0.482546268853323,0.331820087717819,0.516548113021142,0.486251070275966
"manchester",0.701908038786362,0.522881355932203,0.505583472920156,5321,576.559674036501,92604,0.297500469836497,0.59618320610687,0.516256342792709,0.970682202593497
"mansfield",0.574579124579125,0.335933914639743,0.515672550213025,23615,1725.15217527788,106838.57963159,0.476434469616769,0.538599773990888,0.502011433410967,0.875418166419648
"marblehead",0.683239234852954,0.482469748681353,0.516004329673728,20363,4729.57975974876,103559.869174483,0.333202376859991,0.686045097960877,0.536119432303688,0.931542503560379
"marion",0.616329239960173,0.461944703324014,0.501697007096575,5014,358.316550744965,75449,0.332070203430395,0.518774157923799,0.535301156761068,0.895492620662146
"marlborough",0.6394656952034,0.439894245373235,0.524762437115707,39545,2625.32950480009,74948.3294221773,0.440409659881148,0.379428142613014,0.514249589075736,0.699051713238083
"marshfield",0.503384445365382,0.387512833675565,0.492867651762298,25596,1170.52978707836,88607.647171433,0.394788248163776,0.442011772227262,0.532231598687295,0.954172526957337
"mashpee",0.53674429829854,0.483680870353581,0.464901408450704,14080,752.03862458187,73577.9537642045,0.302911931818182,0.360340600447157,0.529971590909091,0.868252840909091
"mattapoisett",0.536224489795918,0.445208728652751,0.483627797408716,6216,358.146401104108,84489,0.363256113256113,0.475280898876405,0.526222651222651,0.959620334620335
"maynard",0.697408950896902,0.336517512988101,0.591181364392679,10526,2189.50605546358,88667.5850275508,0.394451833555007,0.515792505302963,0.493539806194186,0.906232186965609
"medfield",0.64752533411661,0.429120296767356,0.448696107980605,12510,868.689093329249,146070.050999201,0.420623501199041,0.734098459290274,0.485291766586731,0.90519584332534
"medford",0.726030871802305,0.322310021930588,0.58097873076258,57180,9684.31689355319,79323.9889821616,0.48356068555439,0.478376026000112,0.523172437915355,0.741815320041973
"medway",0.575953923686105,0.369621903520209,0.527633627400104,13135,1222.9379921396,112439.005709935,0.43890369242482,0.555460841152089,0.529881994670727,0.890673772363913
"melrose",0.687658908664189,0.315321352421566,0.515405143134401,27787,6724.57380451732,89802.742361536,0.406736963328175,0.535623861358414,0.513945370137115,0.874185770324252
"mendon",0.474239602731223,0.369335993160445,0.522328999434709,5963,335.489567929427,121298,0.386047291631729,0.472564102564103,0.519537145732014,0.948515847727654
"merrimac",0.537978298115363,0.381832378969287,0.551384933989128,6695,791.51865105161,77481,0.340702016430171,0.463352453792225,0.537415982076176,0.97580283793876
"methuen",0.532243958573072,0.377758164165931,0.481461934292123,49043,4059.63838865224,75018.4064596375,0.443284464653467,0.295653706522074,0.511122892155863,0.68325754949738
"middleborough",0.422002122391227,0.37158381315384,0.524866785079929,24042,767.414420188103,76019.4981282755,0.403585392230264,0.291579812420805,0.497213210215456,0.938773812494801
"middleton",0.445763064751197,0.389174239431055,0.463731079221545,9514,707.078822803802,106326,0.421168803867984,0.360643415514132,0.413916333823838,0.841917174689931
"milford",0.583386428798981,0.361380554928942,0.518945634266886,28429,3186.00215815199,75902.995567906,0.437299940201906,0.356416526402581,0.511519926835274,0.810967673854163
"millbury",0.477625570776256,0.340889890171783,0.531215005599104,13431,1213.70008834606,72719.2643139007,0.397215397215398,0.34811607432354,0.484252847889211,0.921227012136103
"millis",0.580931263858093,0.383826191913096,0.519319319319319,8110,674.618195758207,97591,0.409741060419235,0.498959417273673,0.513316892725032,0.943649815043157
"millville",0.416555407209613,0.38109756097561,0.596502186133666,3218,655.943850220454,91250,0.440646364201368,0.273732718894009,0.507458048477314,0.93349906774394
"milton",0.713338690237043,0.398814029775423,0.450781102955016,27351,3284.06486472955,119518.487514168,0.447223136265585,0.615506618593876,0.533399144455413,0.729625973456181
"monson",0.458523683577783,0.350888742593812,0.576596208324254,8741,198.317815175581,72759.3166685734,0.368493307401899,0.269866717966183,0.525454753460703,0.955039469168287
"montague",0.723178137651822,0.287083523505249,0.632238942088463,8325,1085.46709104413,50736.805045045,0.391711711711711,0.274661472745912,0.538498498498498,0.887927927927928
"monterey",0.825742574257426,0.355513307984791,0.632183908045977,1235,27.3966295100941,72386,0.214574898785425,0.528100775193798,0.51255060728745,0.960323886639676
