Incident_Num,Shooting_Date,DISTRICT,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim
192102486,12/20/2019 22:53,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192102925,12/22/2019 18:41,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
192102925,12/22/2019 18:41,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192103915,12/26/2019 21:56,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
202002920,1/11/2020 20:26,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202002920,1/11/2020 20:26,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202002686,1/11/2020 23:17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192088072,10/30/2019 23:27,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202003937,1/15/2020 13:58,E5,Non-Fatal,Male,White,Hispanic or Latinx,f
202005082,1/19/2020 18:43,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
202005879,1/22/2020 19:15,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202006837,1/26/2020 7:24,B3,Non-Fatal,Male,Unknown,Unknown,f
202008158,1/30/2020 17:50,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202008158,1/30/2020 17:50,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202009569,2/4/2020 19:03,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202009888,2/5/2020 18:28,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f
202010471,2/7/2020 18:30,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202010820,2/9/2020 3:38,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202012769,2/16/2020 21:38,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202012532,2/15/2020 2:15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202014058,2/20/2020 23:13,B3,Fatal,Male,White,Hispanic or Latinx,f
202014280,2/21/2020 19:21,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202015077,2/24/2020 19:35,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202015140,2/25/2020 2:10,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202015695,2/26/2020 21:23,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202016857,3/1/2020 23:39,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202017401,3/3/2020 21:13,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202018542,3/7/2020 17:27,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202019731,3/12/2020 2:00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
202021807,3/20/2020 19:37,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202021872,3/21/2020 2:36,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202022237,3/22/2020 18:07,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202022697,3/24/2020 17:33,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202022971,3/25/2020 19:24,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202023501,3/28/2020 14:01,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202024454,4/1/2020 22:51,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202024634,4/2/2020 17:12,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
202025593,4/7/2020 16:23,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202026656,4/12/2020 19:17,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202026656,4/12/2020 19:17,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202026320,4/10/2020 22:34,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202027076,4/14/2020 20:18,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202027248,4/15/2020 15:37,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202027311,4/15/2020 20:10,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202028084,4/19/2020 21:28,B2,Non-Fatal,Male,Unknown,Unknown,t
202028084,4/19/2020 21:28,B2,Non-Fatal,Male,Unknown,Unknown,t
202027859,4/18/2020 17:18,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202027887,4/18/2020 19:37,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202027597,4/17/2020 10:57,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202028772,4/23/2020 2:50,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202028729,4/22/2020 20:22,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202028825,4/23/2020 13:11,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202029156,4/24/2020 23:04,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202029717,4/27/2020 21:17,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202030388,4/30/2020 17:49,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202031103,5/3/2020 22:38,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202031103,5/3/2020 22:38,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202031103,5/3/2020 22:38,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202031077,5/3/2020 20:50,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202031011,5/3/2020 15:45,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202030889,5/3/2020 0:00,C11,Non-Fatal,Male,Unknown,Unknown,f
202030776,5/2/2020 12:35,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202033320,5/13/2020 22:59,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202033591,5/15/2020 3:30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202034010,5/16/2020 19:54,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202034336,5/18/2020 12:03,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202035190,5/21/2020 21:59,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202035190,5/21/2020 21:59,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202035912,5/24/2020 21:51,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202035919,5/24/2020 21:52,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202035521,5/23/2020 1:59,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202036660,5/27/2020 23:55,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202036660,5/27/2020 23:55,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
202036660,5/27/2020 23:55,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202036660,5/27/2020 23:55,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202036660,5/27/2020 23:55,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202036664,5/28/2020 0:35,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
202037769,5/31/2020 21:10,D4,Non-Fatal,Male,Unknown,Unknown,f
202037278,5/30/2020 2:09,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202038121,6/1/2020 21:08,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202038028,6/1/2020 15:28,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202038422,6/2/2020 21:05,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202038427,6/2/2020 21:30,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202038748,6/4/2020 2:29,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202038748,6/4/2020 2:29,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202038707,6/3/2020 22:11,B3,Non-Fatal,Female,Unknown,Unknown,f
202039519,6/6/2020 23:31,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202039300,6/5/2020 23:16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202039300,6/5/2020 23:16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202039300,6/5/2020 23:16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202039289,6/5/2020 22:30,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
202039907,6/8/2020 15:40,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202040314,6/9/2020 23:59,D4,Non-Fatal,Male,Unknown,Unknown,f
202040541,6/10/2020 22:03,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
202040541,6/10/2020 22:03,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
202041368,6/13/2020 15:58,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202041454,6/13/2020 22:33,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202041438,6/13/2020 21:59,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202041325,6/13/2020 13:54,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202041211,6/13/2020 1:54,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202041944,6/15/2020 22:02,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202042670,6/18/2020 15:17,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
202042673,6/18/2020 15:07,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,f
202043039,6/19/2020 22:39,A7,Non-Fatal,Male,Unknown,Unknown,f
202043886,6/23/2020 2:33,A7,Non-Fatal,Male,White,Hispanic or Latinx,f
202043876,6/23/2020 1:51,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202044494,6/24/2020 22:53,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202044494,6/24/2020 10:53,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202045473,6/28/2020 16:09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202044982,6/26/2020 17:45,E18,Non-Fatal,Male,Unknown,Unknown,f
202045752,6/29/2020 18:35,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202045639,6/29/2020 12:09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046020,6/30/2020 19:30,B2,Fatal,Male,Black or African American,Hispanic or Latinx,t
202046020,6/30/2020 19:30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202046020,6/30/2020 19:30,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202046079,7/1/2020 0:23,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046053,6/30/2020 21:32,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046372,7/1/2020 22:16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046395,7/2/2020 0:19,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046393,7/2/2020 0:05,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046657,7/2/2020 22:01,B2,Fatal,Male,White,Hispanic or Latinx,t
202046657,7/2/2020 22:01,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
202046657,7/2/2020 22:01,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202047204,7/5/2020 3:10,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202046620,7/2/2020 20:14,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046959,7/4/2020 0:17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202047186,7/5/2020 0:17,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202047188,7/5/2020 1:28,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202047194,7/5/2020 2:09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046946,7/3/2020 23:03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202047141,7/4/2020 21:28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202047141,7/4/2020 21:28,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
202048558,7/10/2020 0:07,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202048558,7/10/2020 11:58,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202048537,7/9/2020 21:09,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202048537,7/9/2020 21:09,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202048544,7/9/2020 21:31,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
202048412,7/9/2020 13:06,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202049124,7/12/2020 1:58,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202049078,7/12/2020 0:49,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202049318,7/13/2020 4:44,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
202049270,7/12/2020 22:04,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202049500,7/13/2020 18:11,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202049803,7/14/2020 21:14,B2,Fatal,Male,White,Not Hispanic or Latinx,f
202051124,7/19/2020 23:18,B2,Non-Fatal,Male,Unknown,Unknown,f
202051043,7/19/2020 16:42,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202051043,7/19/2020 16:42,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202050678,7/18/2020 2:10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202050662,7/17/2020 23:46,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202051404,7/21/2020 1:25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202051655,7/21/2020 20:52,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202051902,7/22/2020 17:55,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202051902,7/22/2020 17:55,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
202052824,7/26/2020 2:41,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202052824,7/26/2020 2:41,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
202052816,7/26/2020 2:08,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202052804,7/26/2020 1:58,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202052556,7/25/2020 0:15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202053270,7/27/2020 20:06,B3,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
202053871,7/29/2020 23:10,C11,Fatal,Male,White,Hispanic or Latinx,f
202053863,7/29/2020 22:04,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
202053909,7/30/2020 2:48,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202053920,7/30/2020 3:29,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
202054954,8/2/2020 21:12,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202054637,8/1/2020 17:56,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202054726,8/2/2020 1:10,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202054381,7/31/2020 19:40,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202055359,8/4/2020 12:04,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202055998,8/6/2020 21:12,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202056828,8/9/2020 2:01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202056825,8/9/2020 1:24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202056804,8/8/2020 23:05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202056804,8/8/2020 23:05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202057391,8/11/2020 2:33,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202057180,8/10/2020 13:20,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202058784,8/16/2020 0:47,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202058734,8/15/2020 20:55,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202058495,8/14/2020 22:06,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202060224,8/21/2020 0:04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202060497,8/21/2020 11:40,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202060815,8/23/2020 2:10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202061279,8/24/2020 20:02,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202061776,8/26/2020 16:21,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202061868,8/26/2020 22:43,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202062150,8/27/2020 23:30,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202062720,8/30/2020 2:40,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202062950,8/30/2020 22:42,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202062983,8/31/2020 0:42,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202062983,8/31/2020 0:42,E18,Non-Fatal,Male,White,Hispanic or Latinx,t
202062978,8/31/2020 0:27,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064687,9/5/2020 17:29,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064507,9/4/2020 23:13,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064647,9/5/2020 14:20,E18,Non-Fatal,Male,White,Hispanic or Latinx,f
202064756,9/5/2020 20:56,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064764,9/5/2020 22:21,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064760,9/5/2020 22:29,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064786,9/6/2020 0:01,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064795,9/6/2020 1:56,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202064913,9/6/2020 15:43,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202065181,9/7/2020 16:13,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202065268,9/7/2020 23:03,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202065280,9/8/2020 0:30,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202068185,9/17/2020 19:28,A15,Fatal,Male,Unknown,Unknown,t
202068185,9/17/2020 19:28,A15,Fatal,Male,Black or African American,Hispanic or Latinx,t
202069241,9/21/2020 20:08,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202068459,9/18/2020 19:45,D4,Fatal,Male,Black or African American,Hispanic or Latinx,t
202068459,9/18/2020 19:45,D4,Non-Fatal,Male,White,Hispanic or Latinx,t
202068459,9/18/2020 19:45,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202068361,9/18/2020 14:15,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202068706,9/18/2020 19:24,D14,Non-Fatal,Male,Unknown,Unknown,f
202068747,9/19/2020 21:50,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202069497,9/22/2020 20:08,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202069804,9/23/2020 22:16,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202070078,9/24/2020 22:03,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202070114,9/25/2020 1:15,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
202070693,9/27/2020 1:17,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202070405,9/26/2020 1:15,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,f
202071598,9/29/2020 23:00,E5,Non-Fatal,Male,White,Hispanic or Latinx,f
202071462,9/29/2020 14:50,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202072972,10/4/2020 20:23,E5,Non-Fatal,Male,Unknown,Unknown,f
202072660,10/1/2020 2:00,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f
202072285,10/2/2020 12:33,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
202074518,10/10/2020 23:43,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202075514,10/13/2020 21:25,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202075740,10/14/2020 17:24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202076328,10/16/2020 15:29,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
202077480,10/20/2020 20:09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202077762,10/21/2020 18:45,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202078143,10/22/2020 22:52,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202078143,10/22/2020 22:52,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202078143,10/22/2020 22:52,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t
202078143,10/22/2020 22:52,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202078749,10/25/2020 0:09,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202078757,10/25/2020 1:29,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202078214,10/23/2020 10:23,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f
202079474,10/27/2020 14:46,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202079594,10/27/2020 21:33,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202080693,11/1/2020 2:29,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202079520,10/27/2020 15:54,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202081438,11/4/2020 3:20,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202081374,11/3/2020 19:30,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202081301,11/3/2020 14:46,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
P200559783,11/5/2020 23:22,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202082464,11/8/2020 0:38,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
202082464,11/8/2020 0:38,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202082464,11/8/2020 0:38,B3,Non-Fatal,Male,Unknown,Unknown,t
202082172,11/6/2020 23:00,E13,Fatal,Male,White,Hispanic or Latinx,t
202082172,11/6/2020 23:00,E13,Non-Fatal,Male,White,Hispanic or Latinx,t
202082172,11/6/2020 23:00,E13,Non-Fatal,Male,White,Hispanic or Latinx,t
202082690,11/9/2020 0:32,D14,Non-Fatal,Male,Unknown,Unknown,t
202082690,11/9/2020 0:32,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202082690,11/9/2020 0:32,D14,Non-Fatal,Male,White,Not Hispanic or Latinx,t
202082657,11/8/2020 21:42,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202082657,11/8/2020 21:42,B3,Non-Fatal,Male,Unknown,Unknown,t
202082187,11/7/2020 0:37,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202082190,11/7/2020 0:57,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202082631,11/8/2020 19:30,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
202084481,11/15/2020 22:04,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202084756,11/16/2020 22:12,E18,Fatal,Male,White,Hispanic or Latinx,f
202086319,11/22/2020 20:15,E13,Non-Fatal,Female,Unknown,Unknown,f
202086079,11/21/2020 17:52,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
202087123,11/25/2020 23:10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202087271,11/26/2020 23:30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202088035,11/30/2020 13:30,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202088466,12/1/2020 20:30,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202089065,12/4/2020 2:16,C11,Non-Fatal,Male,Unknown,Unknown,f
202089501,12/5/2020 19:46,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202089435,12/5/2020 14:40,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202089242,12/4/2020 17:14,A7,Non-Fatal,Male,White,Not Hispanic or Latinx,f
202090270,12/9/2020 3:04,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202090503,12/9/2020 23:39,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202090764,12/10/2020 22:21,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202090771,12/11/2020 0:43,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202091439,12/13/2020 19:30,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202092123,12/16/2020 16:33,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202093583,12/22/2020 18:38,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202093583,12/22/2020 18:38,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202094487,12/27/2020 1:48,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
212000179,1/1/2021 17:37,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
212000130,1/1/2021 12:47,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212000047,1/1/2021 4:42,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212001090,1/6/2021 12:26,B3,Fatal,Male,Black or African American,Hispanic or Latinx,f
212003106,1/14/2021 21:13,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212003327,1/15/2021 18:47,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212003704,1/17/2021 18:15,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212004677,1/22/2021 12:30,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
212007684,2/4/2021 22:03,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212008158,2/6/2021 22:48,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212009008,2/10/2021 20:48,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212009034,2/11/2021 0:15,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
